-5.468910208746441404e-01,-2.125506798875962944e-01
-1.160382049435557950e-01,2.819091532741122008e-01
-3.683306352053329902e-01,-3.163439621533431501e-02
-3.523151947466606204e-01,6.325416242996789729e-02
-4.232892766234838677e-01,-4.187014873569561840e-02
-2.542742443974979616e-01,1.187056983815317213e-01
-1.107484509623037350e-01,2.803485446608264264e-01
1.295654543193035524e-01,4.800178920387871417e-01
-1.091184129435872480e-01,2.680078038027899900e-01
-2.269262134185068558e-01,1.865363777969735182e-01
-1.583540130825815129e-01,1.898160112360072760e-01
-3.626831760216877587e-01,5.982549166840365508e-03
9.289845055929488171e-02,4.748523613963196999e-01
-2.313019488936715329e-01,1.401115657629228017e-01
6.352715944357530120e-02,4.122889616471072105e-01
-3.872756819985604948e-01,-3.116924597083116019e-02
