3.022298422858775702e-01,6.040670438669797360e-01
-4.474071837420478537e-01,-6.906329503054567387e-02
1.834223745860780880e-02,4.280795696444611997e-01
-5.345318811468149217e-02,2.857849817512624346e-01
1.069803357984035891e-01,4.647917495113432218e-01
-4.380088773726890233e-02,3.212100304276485074e-01
-3.706660718904353780e-01,5.478134767365095553e-02
-4.178227508832172421e-01,-2.184582926128839087e-02
-2.496396496050397040e-01,6.355339464472815891e-02
-6.638896409925386377e-02,2.769725363801368578e-01
-2.188421885970599501e-01,1.532494198042842481e-01
1.232323495224270510e-01,5.092512196379122003e-01
-5.350984904894056093e-01,-1.720749324267163149e-01
-2.530661753070365116e-01,1.523186534083990629e-01
-2.740272180901684451e-01,1.761144607395710437e-01
1.136759708449493061e-01,4.295001694709372209e-01
