1.999600079984003122e-04,1.999600079984003122e-04
1.701659668066386744e-01,1.059788042391521766e-02
1.635672865426914535e-01,1.343731253749250176e-01
2.599480103979204086e-03,4.815036992601479660e-01
8.598280343931213182e-03,1.999600079984003122e-04
1.625674865026994487e-01,8.078384323135373579e-02
6.998600279944011335e-03,4.395120975804839292e-01
5.068986202759447890e-01,3.181363727254549190e-01
5.078984203159367938e-01,5.498900219956008584e-02
1.739652069586082872e-01,6.432713457308538718e-01
7.778444311137772127e-02,6.338732253549289597e-02
6.178764247150569933e-02,7.478504299140171785e-01
5.338932213557288226e-02,2.899420115976804602e-01
1.649670065986802714e-01,2.419516096780643943e-02
2.431513697260547779e-01,1.299740051989602130e-02
1.545690861827634377e-01,4.999000199960007725e-03
