1.999600079984003122e-04,1.999600079984003122e-04
2.837432513497300524e-01,3.399320135972805444e-03
1.199760047990401819e-03,2.479504099180163817e-02
1.565686862627474474e-01,1.617676464707058503e-01
3.139372125574885208e-02,1.431713657268546269e-01
3.461307738452309435e-01,2.473505298940212038e-01
7.078584283143371514e-02,5.682863427314537308e-01
1.317736452709458161e-01,6.284743051389721780e-01
7.560487902419515960e-01,2.675464907018596517e-01
2.279544091181763543e-01,2.859428114377124408e-02
1.215756848630273890e-01,5.748850229954008961e-01
1.475704859028194316e-01,5.178964207158568422e-01
5.398920215956808620e-03,2.807438512297540378e-01
4.455108978204359027e-01,6.530693861227754304e-01
7.298540291941612024e-01,5.698860227954408719e-01
2.743451309738052513e-01,5.290941811637672743e-01
