1.710840712402467989e-01,5.198402117278773105e-01
-1.681996053732890684e-01,2.452525838040026385e-01
5.556469230990786906e-02,3.917825111287305817e-01
-3.604596028236215499e-01,-1.042746389138391253e-02
-4.410248397562191447e-02,2.750104731364833022e-01
-3.693652059962596046e-01,3.139740535894194190e-02
-4.357878189522983448e-01,-5.142937747758690586e-02
-8.569848578279040674e-02,2.394133687292689661e-01
-2.528852854193900518e-02,3.432388104497084425e-01
-1.784387241136279056e-01,1.845271631191528483e-01
-1.298351830276731900e-01,2.254633844664285791e-01
-1.481605036430201638e-01,2.347879545001798351e-01
-2.204607565655155865e-01,1.367249406920056365e-01
-7.789898936937157681e-02,2.976274010881834187e-01
-1.260363244857183596e-01,2.395477135520361622e-01
5.943775202507633332e-02,4.316143687203410351e-01
