3.103357248669779689e-01,6.425317743417766625e-01
-3.890072014950752277e-01,-4.289133551261718053e-02
-1.527212174033061934e-02,4.101219391711111717e-01
-3.385439685983932523e-01,1.015221113502605930e-03
8.919638409859884098e-02,4.197920550344111934e-01
-4.581647857381767053e-01,-1.125800123961540888e-01
-5.558600619220249728e-01,-1.901968181787128120e-01
-6.112032903961958641e-02,2.975342215346204466e-01
2.781220237053847952e-02,3.707694207771874417e-01
-2.664697001697056145e-01,1.330634558486246399e-01
-1.163531250975820414e-01,2.703263661928253514e-01
-2.099231816759010161e-01,2.541542308640024062e-01
-2.868267751242285502e-01,5.212482028348995600e-02
-1.798081653846952607e-02,2.860254075598940848e-01
-1.793784167892635839e-01,1.736300616634147143e-01
1.965763881266562318e-01,5.335926758012808913e-01
