5.839731586000000334e+02,5.820852089999999635e+02,5.315952688999999509e+02,5.381744754000000057e+02,4.984910032999999885e+02,4.062159050999999863e+02,4.157409956999999849e+02,4.241670565000000011e+02,-6.687881745000000322e+00,1.238950000000000045e+03,6.463839999999999864e-02,4.632971129999999826e-01,6.905758330000000278e-01,1.752364722999999902e+00,1.673716018999999999e+00,-7.127178885000000186e+00,1.251000000000000000e+03,6.380639999999999923e-02,4.642200459999999973e-01,6.813519350000000196e-01,1.773815624000000035e+00,1.690355932999999977e+00,-9.189048916000000844e+00,1.301980000000000018e+03,6.593920000000000337e-02,4.300559729999999803e-01,6.700812940000000495e-01,1.747557556000000067e+00,1.660977960999999947e+00,-8.627093945000000375e+00,1.161900000000000091e+03,6.012200000000000183e-02,5.348576170000000074e-01,7.407786429999999589e-01,1.599813469999999960e+00,1.455704332999999906e+00,-8.730379771000000844e+00,1.220339999999999918e+03,7.252279999999999838e-02,4.042018860000000102e-01,7.192641210000000340e-01,1.746250698000000101e+00,1.777241255999999936e+00,1.194298999999999978e+03,7.851069999999999993e-01,1.521192652999999837e+03
6.464198198000000275e+02,6.376393177999999580e+02,5.686860298999999941e+02,5.712210959999999886e+02,5.859646040999999741e+02,5.006022138999999811e+02,4.551491242000000170e+02,4.795227583000000209e+02,-7.751050743000000409e+00,1.073789999999999964e+03,6.202560000000000018e-02,4.794768950000000141e-01,7.312016270000000207e-01,1.653285732000000063e+00,1.579584982999999943e+00,-8.626519480000000684e+00,1.201440000000000055e+03,6.203820000000000168e-02,4.398153410000000263e-01,6.663778510000000210e-01,1.735028967999999949e+00,1.659975128999999994e+00,-9.905103148000000246e+00,9.275539999999999736e+02,5.082049999999999762e-02,6.013817879999999727e-01,7.839227939999999784e-01,1.695018193999999978e+00,1.301818348999999930e+00,-9.485651797999999246e+00,8.990850000000000364e+02,5.574860000000000232e-02,6.373553229999999736e-01,8.807252349999999952e-01,1.541011571000000080e+00,1.466449663999999986e+00,-8.985999474999999848e+00,1.066000000000000000e+03,6.896589999999999665e-02,4.481163959999999724e-01,7.346581989999999562e-01,1.629234904999999900e+00,1.663940768000000014e+00,1.422296000000000049e+03,9.486219999999999652e-01,1.499328500000000076e+03
5.402499106999999867e+02,5.642238344999999526e+02,5.097857582999999977e+02,4.829336791999999718e+02,4.937085160999999971e+02,3.847608063000000129e+02,4.173123469000000227e+02,3.738289811999999870e+02,-6.947645749000000315e+00,1.223480000000000018e+03,6.602919999999999623e-02,4.451400409999999863e-01,7.067448219999999948e-01,1.702330330999999974e+00,1.742640940000000027e+00,-7.513250358999999712e+00,1.277769999999999982e+03,6.320810000000000317e-02,4.187903259999999905e-01,6.754630609999999757e-01,1.746182651000000030e+00,1.760194046999999928e+00,-8.504493181999999152e+00,1.158890000000000100e+03,7.258149999999999324e-02,4.680338949999999776e-01,7.536654929999999641e-01,1.710277596999999927e+00,1.796317058000000078e+00,-8.997417596000000017e+00,1.105230000000000018e+03,6.642460000000000031e-02,5.198699749999999842e-01,7.390035219999999683e-01,1.627159347999999950e+00,1.561999128000000070e+00,-9.329062791000000132e+00,1.205920000000000073e+03,7.064139999999999309e-02,4.682501940000000085e-01,7.184759739999999617e-01,1.628663385999999935e+00,1.785854763999999983e+00,1.002191000000000031e+03,7.169900000000000162e-01,1.397775421999999935e+03
5.868900654000000259e+02,5.992837018999999827e+02,5.325778513000000203e+02,5.560973010999999815e+02,5.033782820999999785e+02,4.227741245999999933e+02,4.133816969000000086e+02,4.198377753999999982e+02,-6.287570941000000246e+00,1.135730000000000018e+03,7.002569999999999628e-02,4.516060530000000073e-01,7.624096420000000540e-01,1.766590638999999907e+00,1.811630741000000100e+00,-6.559740533000000262e+00,1.138309999999999945e+03,7.153020000000000211e-02,4.459233160000000140e-01,7.637694269999999452e-01,1.759994311999999894e+00,1.813381515000000110e+00,-7.929888527000000131e+00,1.127849999999999909e+03,6.639200000000000657e-02,4.690100830000000220e-01,7.603667570000000042e-01,1.790410711999999904e+00,1.841510613999999935e+00,-9.984569519000000781e+00,1.260269999999999982e+03,5.657829999999999804e-02,4.857030540000000229e-01,6.575682940000000531e-01,2.000131269999999795e+00,1.370178952000000061e+00,-1.020229299999999917e+01,1.106769999999999982e+03,6.318659999999999555e-02,4.912084569999999872e-01,7.957660659999999941e-01,1.628499855000000052e+00,1.607525526000000093e+00,9.977029999999999745e+02,5.979839999999999600e-01,1.668444306000000097e+03
5.892243496999999479e+02,6.138932311999999456e+02,5.630159433999999692e+02,5.186620322999999644e+02,5.219477214999999433e+02,4.357607666999999765e+02,4.535855298999999832e+02,4.022862946000000193e+02,-7.414939296000000013e+00,1.102289999999999964e+03,5.851449999999999707e-02,4.681645709999999738e-01,7.189139079999999904e-01,1.745437770000000111e+00,1.170951486999999958e+00,-8.185295225999999147e+00,1.136109999999999900e+03,5.840909999999999852e-02,4.373688020000000010e-01,6.948802170000000222e-01,1.771177452999999957e+00,1.126908835000000053e+00,-8.474092748000000341e+00,1.007549999999999955e+03,5.560509999999999758e-02,4.949814949999999936e-01,7.544417159999999845e-01,1.735345455000000037e+00,1.170951486999999958e+00,-9.915446885999999793e+00,1.447650000000000091e+03,9.194679999999999520e-02,4.493065039999999954e-01,5.893422499999999564e-01,1.788047122999999905e+00,1.093879376999999931e+00,-9.637243556999999683e+00,1.151920000000000073e+03,6.331100000000000616e-02,4.698948079999999972e-01,7.450355539999999888e-01,1.612045144000000096e+00,1.536937725000000032e+00,1.072752999999999929e+03,7.110170000000000101e-01,1.508758581000000049e+03
5.325948968000000150e+02,5.495260719999999992e+02,5.048530208000000243e+02,4.517236540000000105e+02,4.624284210000000144e+02,4.042395483999999897e+02,4.082500638000000208e+02,3.650721012000000201e+02,-6.470433439999999869e+00,1.274839999999999918e+03,7.557769999999999766e-02,3.622012980000000049e-01,6.630260159999999958e-01,1.882070281000000067e+00,1.846530733000000035e+00,-6.689869402000000242e+00,1.282230000000000018e+03,7.719769999999999410e-02,3.586148479999999861e-01,6.613470270000000317e-01,1.880925831000000104e+00,1.865456521000000034e+00,-9.844860580000000638e+00,1.169079999999999927e+03,6.051460000000000172e-02,3.916076370000000084e-01,6.789934589999999659e-01,1.770963245999999991e+00,1.376135086999999979e+00,-8.492142514999999392e+00,1.291319999999999936e+03,7.147639999999999549e-02,3.652493749999999872e-01,6.571452920000000475e-01,1.941897146000000074e+00,1.834235877000000015e+00,-1.000849000000000011e+01,1.178210000000000036e+03,6.353390000000000426e-02,3.885595600000000260e-01,7.092450940000000204e-01,1.801569951000000058e+00,1.724610586000000056e+00,9.996420000000000528e+02,6.449150000000000160e-01,1.550036827000000130e+03
5.656486286000000518e+02,5.487818343000000141e+02,5.476534265999999889e+02,5.099362730999999940e+02,5.142636698000000024e+02,4.337045190000000048e+02,4.487684532999999760e+02,4.158081940000000145e+02,-7.336271424999999624e+00,1.231740000000000009e+03,7.164199999999999735e-02,3.964004859999999963e-01,6.992620269999999527e-01,1.827017879000000011e+00,1.570796513999999977e+00,-7.808849057999999843e+00,1.239339999999999918e+03,7.254460000000000075e-02,3.942004550000000052e-01,6.872694999999999776e-01,1.801743800999999978e+00,1.559668835999999947e+00,-9.339037598999999190e+00,1.200460000000000036e+03,7.303070000000000395e-02,4.074000500000000136e-01,7.398524050000000463e-01,1.818715816999999957e+00,1.668594008999999989e+00,-9.418286970000000480e+00,1.245289999999999964e+03,6.283829999999999971e-02,3.911998769999999737e-01,6.863447029999999449e-01,1.986277684000000043e+00,1.394244639000000063e+00,-9.818610679000000729e+00,1.283410000000000082e+03,6.625880000000000658e-02,3.562004080000000239e-01,6.780439050000000023e-01,1.835424178000000017e+00,1.638605040000000068e+00,1.194212999999999965e+03,7.758770000000000389e-01,1.539178245999999945e+03
5.534377660000000105e+02,5.714510995000000548e+02,4.973223745999999892e+02,4.793588275000000181e+02,5.245415451000000076e+02,4.291423275999999873e+02,4.040594601000000239e+02,4.113201636000000008e+02,-6.583580744999999901e+00,1.134980000000000018e+03,6.218359999999999860e-02,4.939361310000000005e-01,7.390010550000000178e-01,1.719767051000000047e+00,1.695715681000000030e+00,-7.611876535000000388e+00,1.243549999999999955e+03,7.087999999999999856e-02,4.725694040000000262e-01,6.783963739999999687e-01,1.764550217000000032e+00,1.695715681000000030e+00,-7.916536943999999743e+00,1.006000000000000000e+03,5.505829999999999752e-02,5.878722610000000071e-01,8.181806010000000073e-01,1.629202110000000037e+00,1.607253064000000009e+00,-8.048113302000000857e+00,1.164400000000000091e+03,6.698079999999999312e-02,4.207890979999999725e-01,7.272722400000000142e-01,1.755072490000000096e+00,1.799723342999999920e+00,-8.497497643999999184e+00,1.194000000000000000e+03,6.325730000000000242e-02,4.396531779999999778e-01,7.174959960000000248e-01,1.770932248999999903e+00,1.794480397000000060e+00,1.201108999999999924e+03,7.724999999999999645e-01,1.554833656999999903e+03
5.830835522999999512e+02,5.201458573999999544e+02,4.999815264000000070e+02,4.965246098999999731e+02,4.939149325000000204e+02,3.908045749999999998e+02,4.279606668999999783e+02,3.957821210000000178e+02,-6.175521727999999655e+00,1.121140000000000100e+03,6.127180000000000126e-02,4.916504409999999936e-01,7.431029670000000031e-01,1.686387716000000037e+00,1.535540257999999936e+00,-6.895461920999999883e+00,1.194039999999999964e+03,6.148909999999999793e-02,4.706330859999999783e-01,6.945789439999999759e-01,1.780584877999999982e+00,1.307904640999999923e+00,-7.580025358000000324e+00,1.059900000000000091e+03,6.274059999999999360e-02,5.054003719999999866e-01,7.773568020000000134e-01,1.623006536999999971e+00,1.642353984999999961e+00,-7.970222994000000227e+00,1.092000000000000000e+03,5.996499999999999747e-02,5.006860410000000261e-01,7.488130610000000020e-01,1.652986665000000022e+00,1.637916689999999953e+00,-8.462699478999999414e+00,1.094079999999999927e+03,5.957490000000000008e-02,5.213103319999999874e-01,7.735511940000000530e-01,1.581900107000000055e+00,1.641657707000000022e+00,1.145826999999999998e+03,7.886100000000000332e-01,1.452970415999999886e+03
5.496313986000000114e+02,5.820106366999999636e+02,5.180462148999999954e+02,4.967601849999999786e+02,4.799736914999999726e+02,4.060245246000000066e+02,4.132017614999999751e+02,3.885645397999999773e+02,-5.604773574000000202e+00,1.222450000000000045e+03,7.160009999999999986e-02,4.219022069999999736e-01,6.962888990000000167e-01,1.702106885000000069e+00,1.740207566000000039e+00,-5.872243330999999955e+00,1.268730000000000018e+03,7.438909999999999967e-02,4.014784430000000182e-01,6.760412510000000097e-01,1.729570325999999936e+00,1.761729399000000029e+00,-7.397734822000000321e+00,1.113420000000000073e+03,6.663810000000000566e-02,4.785060839999999982e-01,7.457823449999999577e-01,1.641530412000000050e+00,1.697689989999999982e+00,-8.536087438999999222e+00,1.054730000000000018e+03,6.121179999999999677e-02,5.131297809999999515e-01,7.649043180000000275e-01,1.589882661999999947e+00,1.556721985999999891e+00,-9.811630435999999733e+00,1.131849999999999909e+03,5.657090000000000035e-02,5.115739769999999575e-01,7.345328439999999626e-01,1.573080634999999949e+00,1.661927877999999970e+00,1.131172000000000025e+03,7.899669999999999748e-01,1.431923105999999962e+03
