"","Volume","qT2star","qT1","T1w","T2w","T1w/T2w","FLAIR"
"Volume",1,0.70012759536716,0.0439891787649567,0.250847373491658,0.0251982516807181,-0.139446385676728,0.59728062755684
"qT2star",0.70012759536716,1,0.371514340585097,-0.0735934429362973,-0.0112122125767607,-0.208512359354541,0.370461430198969
"qT1",0.0439891787649567,0.371514340585097,1,-0.809105987225684,0.286779354868142,-0.479476103349548,0.0657018011405179
"T1w",0.250847373491658,-0.0735934429362973,-0.809105987225684,1,-0.412246926751338,0.514061774664783,0.244258413105441
"T2w",0.0251982516807181,-0.0112122125767607,0.286779354868142,-0.412246926751338,1,-0.627895212797012,0.173653149415924
"T1w/T2w",-0.139446385676728,-0.208512359354541,-0.479476103349548,0.514061774664783,-0.627895212797012,1,-0.260433972398353
"FLAIR",0.59728062755684,0.370461430198969,0.0657018011405179,0.244258413105441,0.173653149415924,-0.260433972398353,1
