"x","y","std_beta","95CI_min","95CI_max","Fstat","pval","x_category","y_category","pval_fdr","pval_sig","pval_fdr_sig","std_beta_sig","std_beta_fdr_sig"
"TBV_ICV_ratio","T2w_median_WMH_PV","-0.0927051090167553","-0.276730424398305","0.0913202063647946","1.40982140039893",0.32036240543344,"Atrophy","T2w",0.692915855367435,NA,NA,NA,NA
"TBV_ICV_ratio","T2w_median_WMH_SWM","-0.194751949193426","-0.369857975322377","-0.0196459230644758","4.15874306340801",0.0295938072605591,"Atrophy","T2w",0.282991831503037,NA,NA,NA,NA
"MoCA_total","T2w_median_WMH","-0.0798017490190716","-0.276565205597876","0.116961707559733","1.45093204982808",0.423336633603051,"Cognition","T2w",0.743420429741943,NA,NA,NA,NA
"MoCA_total","T2w_median_WMH_deep","0.016825421513858","-0.112419801345462","0.146070644373177","28.8267801149849",0.796927151585832,"Cognition","T2w",0.917244749960247,NA,NA,NA,NA
"MoCA_total","T2w_median_WMH_PV","-0.0506156727682615","-0.249207335222534","0.147975989686011","1.25362743385244",0.614552220149496,"Cognition","T2w",0.845498595874466,NA,NA,NA,NA
"MoCA_total","T2w_median_WMH_SWM","0.12144902494816","-0.0617507801548181","0.304648830051139","3.44717374717294",0.191693930566271,"Cognition","T2w",0.637013676958685,NA,NA,NA,NA
"RBANS_immediate_memory","T2w_median_WMH","-0.121294358291204","-0.309400674200608","0.0668119576182008","1.65982220981468",0.204023798124742,"Cognition","T2w",0.639089567034605,NA,NA,NA,NA
"RBANS_immediate_memory","T2w_median_WMH_deep","0.00263275692785766","-0.124848819633614","0.130114333489329","28.7971327286346",0.967433002439419,"Cognition","T2w",0.985046444373622,NA,NA,NA,NA
"RBANS_immediate_memory","T2w_median_WMH_PV","-0.0892721300974628","-0.277808730593264","0.0992644703983388","1.38535664918963",0.3501706598198,"Cognition","T2w",0.705535999323227,NA,NA,NA,NA
"RBANS_immediate_memory","T2w_median_WMH_SWM","0.061631465987779","-0.119924511609604","0.243187443585162","3.15786612401973",0.502586073965527,"Cognition","T2w",0.800613519321139,NA,NA,NA,NA
"RBANS_visuospatial_memory","T2w_median_WMH","0.00939142148081858","-0.183677470413128","0.202460313374766","1.31617054976611",0.923391360243954,"Cognition","T2w",0.975953046326856,NA,NA,NA,NA
"RBANS_visuospatial_memory","T2w_median_WMH_deep","0.114020922710992","-0.0141559931647006","0.242197838586684","30.2164138013311",0.0807048016094688,"Cognition","T2w",0.443192469855388,NA,NA,NA,NA
"RBANS_visuospatial_memory","T2w_median_WMH_PV","0.0319983464326059","-0.161713535714699","0.22571022857991","1.22246243226791",0.744056922422249,"Cognition","T2w",0.90338925378518,NA,NA,NA,NA
"RBANS_visuospatial_memory","T2w_median_WMH_SWM","0.148580545477807","-0.0334714526765008","0.330632543632115","3.64936819827827",0.108673388858417,"Cognition","T2w",0.495917999860945,NA,NA,NA,NA
"RBANS_language","T2w_median_WMH","-0.0343104902555953","-0.222983352775854","0.154362372264664","1.341692654212",0.719289500490094,"Cognition","T2w",0.895266689938577,NA,NA,NA,NA
"RBANS_language","T2w_median_WMH_deep","0.0285865932555965","-0.0974710579166887","0.154644244427882","28.8886541188037",0.654066573500488,"Cognition","T2w",0.866738526847272,NA,NA,NA,NA
"RBANS_language","T2w_median_WMH_PV","-0.0226879321131096","-0.212990487330803","0.167614623104583","1.21164837542287",0.813693577582577,"Cognition","T2w",0.925041119778088,NA,NA,NA,NA
"RBANS_language","T2w_median_WMH_SWM","0.182256795869218","0.0066362033386683","0.357877388399768","4.01600557720556",0.0420833778454707,"Cognition","T2w",0.317093358649593,NA,NA,NA,NA
"RBANS_attention","T2w_median_WMH","-0.232751537718848","-0.417478129592453","-0.0480249458452426","2.63382338116769",0.0139986287073337,"Cognition","T2w",0.206161622780733,NA,NA,NA,NA
"RBANS_attention","T2w_median_WMH_deep","0.0168220032248111","-0.111915718305098","0.14555972475472","28.8270079162352",0.796184952067937,"Cognition","T2w",0.917244749960247,NA,NA,NA,NA
"RBANS_attention","T2w_median_WMH_PV","-0.203994434450419","-0.390515298663479","-0.0174735702373591","2.18936767431752",0.0323537950886695,"Cognition","T2w",0.287195331745998,NA,NA,NA,NA
"RBANS_attention","T2w_median_WMH_SWM","0.0892803286725624","-0.0933001166257264","0.271860773970851","3.26839664635471",0.334695467175937,"Cognition","T2w",0.692915855367435,NA,NA,NA,NA
"RBANS_delayed_memory","T2w_median_WMH","-0.124851848632182","-0.317756873300518","0.0680531760361549","1.66240101698092",0.202356527912428,"Cognition","T2w",0.639089567034605,NA,NA,NA,NA
"RBANS_delayed_memory","T2w_median_WMH_deep","-0.00216226717462825","-0.13250529648609","0.128180762136833","28.79686119523",0.973837496438159,"Cognition","T2w",0.988677042086097,NA,NA,NA,NA
"RBANS_delayed_memory","T2w_median_WMH_PV","-0.092847264695442","-0.286918880207743","0.101224350816859","1.38922876096947",0.345209455067534,"Cognition","T2w",0.703445682024409,NA,NA,NA,NA
"RBANS_delayed_memory","T2w_median_WMH_SWM","0.107543864998291","-0.0765656176275783","0.291653347624161","3.35949108817559",0.249580045938796,"Cognition","T2w",0.666811784674013,NA,NA,NA,NA
"RBANS_total","T2w_median_WMH","-0.122887256661764","-0.317276953275991","0.0715024399524642","1.6463961543171",0.212973851663498,"Cognition","T2w",0.64836894404236,NA,NA,NA,NA
"RBANS_total","T2w_median_WMH_deep","0.0467652282374962","-0.0837779460917098","0.177308402566702","29.0266657140004",0.479304481036464,"Cognition","T2w",0.788836127240116,NA,NA,NA,NA
"RBANS_total","T2w_median_WMH_PV","-0.0880978913534542","-0.283835340088683","0.107639557381775","1.36746479994639",0.37442293680557,"Cognition","T2w",0.718104151083325,NA,NA,NA,NA
"RBANS_total","T2w_median_WMH_SWM","0.157765584929522","-0.025554237294463","0.341085407153506","3.71588327678149",0.0909340567121234,"Cognition","T2w",0.471968017132903,NA,NA,NA,NA
"AD8","T2w_median_WMH","0.196462428776475","0.011564512405183","0.381360345147766","2.25266742779205",0.0375007528344861,"Cognition","T2w",0.301969051534019,NA,NA,NA,NA
"AD8","T2w_median_WMH_deep","-0.0876423822504908","-0.213901539670683","0.0386167751697012","29.6610478332792",0.171763705953989,"Cognition","T2w",0.614933046730303,NA,NA,NA,NA
"AD8","T2w_median_WMH_PV","0.180850878666508","-0.00536791062725839","0.367069667960274","1.9801125919886",0.0568597206975264,"Cognition","T2w",0.378700715581077,NA,NA,NA,NA
"AD8","T2w_median_WMH_SWM","-0.10049656118985","-0.280066290611739","0.07907316823204","3.33451030480136",0.269857921426715,"Cognition","T2w",0.674159156097507,NA,NA,NA,NA
"Group","T2w_median_WMH","","","","0.643004400314117",0.588961423626168,"Demo","T2w",0.833271641552907,NA,NA,NA,NA
"Group","T2w_median_WMH_deep","","","","0.0573942943951241",0.981852775332588,"Demo","T2w",0.991027500039774,NA,NA,NA,NA
"Group","T2w_median_WMH_PV","","","","0.766631966180831",0.515094485291122,"Demo","T2w",0.802154653144376,NA,NA,NA,NA
"Group","T2w_median_WMH_SWM","","","","0.692589125303323",0.558457716896051,"Demo","T2w",0.816244713758878,NA,NA,NA,NA
"BMI","T2w_median_WMH","0.025784355708461","-0.1587567272905","0.210325438707422","1.33043114755122",0.782413060386578,"Demo","T2w",0.913520113748653,NA,NA,NA,NA
"BMI","T2w_median_WMH_deep","-0.0749441966897683","-0.199546139074505","0.0496577456949679","29.4455687897301",0.235884873478844,"Demo","T2w",0.662195717638022,NA,NA,NA,NA
"BMI","T2w_median_WMH_PV","0.00632543097693385","-0.17843705044897","0.191087912402838","1.20086018166869",0.946039363888225,"Demo","T2w",0.975953046326856,NA,NA,NA,NA
"BMI","T2w_median_WMH_SWM","0.176791959670685","0.00181085771680473","0.351773061624564","3.96586335358848",0.0477151034684946,"Demo","T2w",0.343548744973161,NA,NA,NA,NA
"APOE4_status","T2w_median_WMH","","","","1.64966848461441",0.196746908063134,"Demo","T2w",0.639089567034605,NA,NA,NA,NA
"APOE4_status","T2w_median_WMH_deep","","","","1.90534262483349",0.153562762023459,"Demo","T2w",0.585345116418832,NA,NA,NA,NA
"APOE4_status","T2w_median_WMH_PV","","","","1.39678027233703",0.251667874458918,"Demo","T2w",0.668363863317126,NA,NA,NA,NA
"APOE4_status","T2w_median_WMH_SWM","","","","0.0321967801559837",0.968324976953699,"Demo","T2w",0.985046444373622,NA,NA,NA,NA
"High_BP","T2w_median_WMH","","","","0.339062847147826",0.561530690985497,"Risk Factors","T2w",0.816244713758878,NA,NA,NA,NA
"High_BP","T2w_median_WMH_deep","","","","0.12864795040406",0.720507279695646,"Risk Factors","T2w",0.895266689938577,NA,NA,NA,NA
"High_BP","T2w_median_WMH_PV","","","","0.289316243613301",0.591716828700142,"Risk Factors","T2w",0.833271641552907,NA,NA,NA,NA
"High_BP","T2w_median_WMH_SWM","","","","0.0541943353737031",0.816340361773081,"Risk Factors","T2w",0.926424788842306,NA,NA,NA,NA
"High_chol","T2w_median_WMH","","","","1.68870139964842",0.196417152941348,"Risk Factors","T2w",0.639089567034605,NA,NA,NA,NA
"High_chol","T2w_median_WMH_deep","","","","1.33670502573028",0.250054419252755,"Risk Factors","T2w",0.666811784674013,NA,NA,NA,NA
"High_chol","T2w_median_WMH_PV","","","","1.77746638548053",0.185142304918644,"Risk Factors","T2w",0.628711564612044,NA,NA,NA,NA
"High_chol","T2w_median_WMH_SWM","","","","0.00649619956732482",0.93590343316843,"Risk Factors","T2w",0.975953046326856,NA,NA,NA,NA
"Diabetes","T2w_median_WMH","","","","0.710277039651703",0.401132187191767,"Risk Factors","T2w",0.733727663826658,NA,NA,NA,NA
