5.839731586000000334e+02,5.820852089999999635e+02,5.315952688999999509e+02,5.381744754000000057e+02,4.984910032999999885e+02,4.062159050999999863e+02,4.157409956999999849e+02,4.241670565000000011e+02,-6.687881745000000322e+00,1.238950000000000045e+03,6.463839999999999864e-02,4.632971129999999826e-01,6.905758330000000278e-01,1.752364722999999902e+00,1.673716018999999999e+00,-6.743144423999999582e+00,1.251420000000000073e+03,6.464749999999999663e-02,4.563718259999999804e-01,6.823786950000000351e-01,1.761622116000000071e+00,1.675997103999999904e+00,-1.159517469000000034e+01,9.721480000000000246e+02,5.108479999999999965e-02,7.391532910000000456e-01,8.883203490000000091e-01,1.643498235000000030e+00,1.198886590000000085e+00,-9.758963456000000036e+00,1.102589999999999918e+03,6.808119999999999450e-02,5.290864450000000163e-01,7.991819810000000412e-01,1.683820863000000001e+00,1.660377675999999969e+00,1.194298999999999978e+03,7.851069999999999993e-01,1.521192652999999837e+03
6.464198198000000275e+02,6.376393177999999580e+02,5.686860298999999941e+02,5.712210959999999886e+02,5.859646040999999741e+02,5.006022138999999811e+02,4.551491242000000170e+02,4.795227583000000209e+02,-7.751050743000000409e+00,1.073789999999999964e+03,6.202560000000000018e-02,4.794768950000000141e-01,7.312016270000000207e-01,1.653285732000000063e+00,1.579584982999999943e+00,-7.841633552000000229e+00,1.107980000000000018e+03,6.326360000000000317e-02,4.647190800000000066e-01,7.216952869999999631e-01,1.648474510000000004e+00,1.611997775999999938e+00,-1.133456967999999954e+01,8.898289999999999509e+02,5.110869999999999996e-02,6.175236849999999889e-01,8.159045310000000439e-01,1.645686007999999978e+00,1.238734892000000087e+00,-1.058426408999999957e+01,9.343379999999999654e+02,5.258670000000000011e-02,6.096851380000000153e-01,7.813326699999999514e-01,1.779687244000000002e+00,1.186986745000000010e+00,1.422296000000000049e+03,9.486219999999999652e-01,1.499328500000000076e+03
5.402499106999999867e+02,5.642238344999999526e+02,5.097857582999999977e+02,4.829336791999999718e+02,4.937085160999999971e+02,3.847608063000000129e+02,4.173123469000000227e+02,3.738289811999999870e+02,-6.947645749000000315e+00,1.223480000000000018e+03,6.602919999999999623e-02,4.451400409999999863e-01,7.067448219999999948e-01,1.702330330999999974e+00,1.742640940000000027e+00,-7.013084640999999841e+00,1.242579999999999927e+03,6.645339999999999581e-02,4.365010020000000268e-01,6.979484270000000379e-01,1.702330330999999974e+00,1.759204009000000068e+00,-1.098448581999999973e+01,9.241050000000000182e+02,6.036949999999999955e-02,6.431933539999999949e-01,8.494607140000000056e-01,1.616959118999999889e+00,1.296727790000000047e+00,-1.003350952999999990e+01,1.023950000000000045e+03,6.163760000000000072e-02,5.332608239999999666e-01,8.015631029999999990e-01,1.726599202000000055e+00,1.495880638999999901e+00,1.002191000000000031e+03,7.169900000000000162e-01,1.397775421999999935e+03
5.868900654000000259e+02,5.992837018999999827e+02,5.325778513000000203e+02,5.560973010999999815e+02,5.033782820999999785e+02,4.227741245999999933e+02,4.133816969000000086e+02,4.198377753999999982e+02,-6.287570941000000246e+00,1.135730000000000018e+03,7.002569999999999628e-02,4.516060530000000073e-01,7.624096420000000540e-01,1.766590638999999907e+00,1.811630741000000100e+00,-7.527212820999999998e+00,1.149450000000000045e+03,6.587659999999999350e-02,4.523165390000000174e-01,7.406242180000000008e-01,1.793260368999999965e+00,1.704390006999999985e+00,-1.081747863999999915e+01,1.012840000000000032e+03,5.719450000000000228e-02,5.569157580000000385e-01,7.882776270000000363e-01,1.741058584999999992e+00,1.536712560000000005e+00,-6.644631019000000194e+00,1.133680000000000064e+03,7.128349999999999964e-02,4.503629900000000186e-01,7.664922039999999548e-01,1.757937744999999996e+00,1.831601234000000078e+00,9.977029999999999745e+02,5.979839999999999600e-01,1.668444306000000097e+03
5.892243496999999479e+02,6.138932311999999456e+02,5.630159433999999692e+02,5.186620322999999644e+02,5.219477214999999433e+02,4.357607666999999765e+02,4.535855298999999832e+02,4.022862946000000193e+02,-7.414939296000000013e+00,1.102289999999999964e+03,5.851449999999999707e-02,4.681645709999999738e-01,7.189139079999999904e-01,1.745437770000000111e+00,1.170951486999999958e+00,-7.743701394000000349e+00,1.167609999999999900e+03,6.042639999999999817e-02,4.340817020000000137e-01,6.708465249999999713e-01,1.782163903000000049e+00,1.193878769999999978e+00,-1.033039074000000035e+01,9.088289999999999509e+02,5.337360000000000021e-02,6.031137260000000166e-01,8.286307459999999736e-01,1.593177937999999960e+00,1.134794201000000058e+00,-8.902132178000000451e+00,9.680000000000000000e+02,5.644330000000000180e-02,5.086494339999999559e-01,7.795179049999999554e-01,1.728277980999999963e+00,1.137709458000000007e+00,1.072752999999999929e+03,7.110170000000000101e-01,1.508758581000000049e+03
5.325948968000000150e+02,5.495260719999999992e+02,5.048530208000000243e+02,4.517236540000000105e+02,4.624284210000000144e+02,4.042395483999999897e+02,4.082500638000000208e+02,3.650721012000000201e+02,-6.470433439999999869e+00,1.274839999999999918e+03,7.557769999999999766e-02,3.622012980000000049e-01,6.630260159999999958e-01,1.882070281000000067e+00,1.846530733000000035e+00,-6.482783288000000255e+00,1.277930000000000064e+03,7.606390000000000373e-02,3.604080729999999955e-01,6.613470270000000317e-01,1.885122147999999997e+00,1.852624437000000013e+00,-1.186924233999999956e+01,1.000210000000000036e+03,5.555550000000000072e-02,5.472463469999999663e-01,8.369761150000000205e-01,1.704570463999999896e+00,1.250874915000000032e+00,-1.133024583999999990e+01,1.004950000000000045e+03,5.821370000000000017e-02,4.260345420000000161e-01,7.983210109999999693e-01,1.722852322000000047e+00,1.165711935000000032e+00,9.996420000000000528e+02,6.449150000000000160e-01,1.550036827000000130e+03
5.656486286000000518e+02,5.487818343000000141e+02,5.476534265999999889e+02,5.099362730999999940e+02,5.142636698000000024e+02,4.337045190000000048e+02,4.487684532999999760e+02,4.158081940000000145e+02,-7.336271424999999624e+00,1.231740000000000009e+03,7.164199999999999735e-02,3.964004859999999963e-01,6.992620269999999527e-01,1.827017879000000011e+00,1.570796513999999977e+00,-7.451967950000000229e+00,1.249089999999999918e+03,7.217350000000000154e-02,3.873999320000000024e-01,6.900364329999999491e-01,1.828513967999999990e+00,1.559668835999999947e+00,-1.204708779999999990e+01,1.089000000000000000e+03,5.360070000000000112e-02,4.816003870000000187e-01,7.887435809999999714e-01,1.782558311000000062e+00,1.463556250999999975e+00,-9.636289122000000873e+00,1.163819999999999936e+03,6.949370000000000547e-02,4.343999430000000106e-01,7.536907969999999679e-01,1.825779314999999903e+00,1.621101372999999901e+00,1.194212999999999965e+03,7.758770000000000389e-01,1.539178245999999945e+03
5.534377660000000105e+02,5.714510995000000548e+02,4.973223745999999892e+02,4.793588275000000181e+02,5.245415451000000076e+02,4.291423275999999873e+02,4.040594601000000239e+02,4.113201636000000008e+02,-6.583580744999999901e+00,1.134980000000000018e+03,6.218359999999999860e-02,4.939361310000000005e-01,7.390010550000000178e-01,1.719767051000000047e+00,1.695715681000000030e+00,-6.701664849000000146e+00,1.168529999999999973e+03,6.389060000000000572e-02,4.744944229999999985e-01,7.272722400000000142e-01,1.721369367999999955e+00,1.728140688999999952e+00,-1.014860825000000055e+01,9.420000000000000000e+02,5.321399999999999741e-02,7.378217799999999826e-01,8.748774620000000501e-01,1.667063084999999889e+00,1.242645849999999941e+00,-9.071502169000000393e+00,9.850090000000000146e+02,5.717629999999999935e-02,6.384991460000000174e-01,8.015636630000000373e-01,1.726090074999999890e+00,1.346402003999999986e+00,1.201108999999999924e+03,7.724999999999999645e-01,1.554833656999999903e+03
5.830835522999999512e+02,5.201458573999999544e+02,4.999815264000000070e+02,4.965246098999999731e+02,4.939149325000000204e+02,3.908045749999999998e+02,4.279606668999999783e+02,3.957821210000000178e+02,-6.175521727999999655e+00,1.121140000000000100e+03,6.127180000000000126e-02,4.916504409999999936e-01,7.431029670000000031e-01,1.686387716000000037e+00,1.535540257999999936e+00,-6.343262731000000265e+00,1.140369999999999891e+03,6.085909999999999931e-02,4.845789429999999842e-01,7.278805360000000224e-01,1.700890658000000055e+00,1.490447422999999993e+00,-1.077358337000000077e+01,9.109130000000000109e+02,5.372049999999999742e-02,6.254132319999999856e-01,8.420554989999999851e-01,1.546777523999999904e+00,1.287334943999999926e+00,-8.110995547999999999e+00,1.061150000000000091e+03,6.477020000000000000e-02,5.112926800000000549e-01,7.849680169999999624e-01,1.640072404000000095e+00,1.671786471999999968e+00,1.145826999999999998e+03,7.886100000000000332e-01,1.452970415999999886e+03
5.496313986000000114e+02,5.820106366999999636e+02,5.180462148999999954e+02,4.967601849999999786e+02,4.799736914999999726e+02,4.060245246000000066e+02,4.132017614999999751e+02,3.885645397999999773e+02,-5.604773574000000202e+00,1.222450000000000045e+03,7.160009999999999986e-02,4.219022069999999736e-01,6.962888990000000167e-01,1.702106885000000069e+00,1.740207566000000039e+00,-5.993209392999999885e+00,1.306789999999999964e+03,6.958519999999999983e-02,3.935035669999999985e-01,6.569156470000000470e-01,1.734508779000000001e+00,1.773327274999999981e+00,-1.035524588000000001e+01,9.781319999999999482e+02,5.965979999999999894e-02,5.864619279999999657e-01,8.188968370000000441e-01,1.555900462999999956e+00,1.284231670999999908e+00,-6.765573079000000156e+00,1.146410000000000082e+03,7.501670000000000560e-02,4.573044190000000175e-01,7.412832710000000214e-01,1.670495142999999905e+00,1.698335645000000005e+00,1.131172000000000025e+03,7.899669999999999748e-01,1.431923105999999962e+03
