8.381805285453435772e+02,-1.087248622389537104e+03,1.068889761657805138e+03,-1.338711080220158465e+03,7.532207956003221625e+02,-8.355840520532973414e+02,6.261962379113127781e+02,-8.140667858146282470e+02,-7.159866970077385986e+02,4.962919588153000063e+02,7.837983331469406494e+02,-2.143138894759557047e+02,-2.242578367182100862e+02,-4.656489106061296752e+02,-8.533460704589555235e+01,-6.331747619877916122e+02
1.073754177309150464e+03,-1.043254178928406191e+03,1.141584138045134296e+03,-1.210859021230580311e+03,7.776764432782165386e+02,-7.740144180153303068e+02,5.409199886501099854e+02,-8.672823131425637939e+02,-7.072747998736467707e+02,4.654755347048558178e+02,7.387965509098340817e+02,-1.350168217949204177e+02,-2.863364512340518218e+02,-4.508052330315907739e+02,-9.170931885648568027e+01,-5.178743954888917642e+02
7.545373523115993066e+02,-1.035719012608697085e+03,9.478864612554957603e+02,-1.332460981595914063e+03,6.759886996718895489e+02,-8.015585931825951320e+02,6.099366845156564523e+02,-7.516259047869593815e+02,-6.732474410473580519e+02,4.590949677602988004e+02,7.482956302357613367e+02,-2.146589607177557468e+02,-1.658158984718859870e+02,-3.972524966831019810e+02,-7.863903962464607389e+01,-5.870319124983814163e+02
8.550762552903594269e+02,-1.201578481739869403e+03,9.970730173262070366e+02,-1.274312489952729948e+03,8.006081832620988052e+02,-7.955417457661858407e+02,6.474543740029419041e+02,-7.571152829971583742e+02,-7.064517944531518197e+02,4.963067265313845837e+02,7.817891934618999130e+02,-1.865872639616767970e+02,-2.101724040761640140e+02,-4.625600279808219284e+02,-6.953182896570162086e+01,-5.856953416705524660e+02
9.054077441661634111e+02,-1.090600093817725565e+03,9.784362952617653946e+02,-1.265099917468806780e+03,7.442783706461930251e+02,-7.641398775370075782e+02,6.022764777748004690e+02,-7.660616112289055764e+02,-6.662246634686433708e+02,4.764777330615097526e+02,7.348906173227940144e+02,-1.691050841820288326e+02,-2.117851658488301609e+02,-4.084880287944941415e+02,-7.672859545412049442e+01,-5.279910598502855237e+02
7.357063227639662273e+02,-1.082382100008657744e+03,9.630230759694131848e+02,-1.326579191319548272e+03,7.475483460359267838e+02,-8.264832876111057658e+02,6.874522030713606000e+02,-7.767440870335129830e+02,-6.757854911025854108e+02,4.905776183183393186e+02,7.928497988857106975e+02,-2.631303543415838249e+02,-1.703025667185713701e+02,-4.199954618718110169e+02,-1.039699467530622599e+02,-6.005612505481927883e+02
8.287080075617781176e+02,-1.115355919621529665e+03,1.107243078488081210e+03,-1.349834742146215831e+03,7.492943593249060541e+02,-8.548437534469952652e+02,6.427899094091151255e+02,-8.031211190102321780e+02,-6.873164857701854089e+02,5.040119186562259301e+02,8.416923375390321098e+02,-2.317561562131197661e+02,-2.095500175229450690e+02,-5.015246481615207017e+02,-8.745438602957324292e+01,-6.222993315538677734e+02
8.648174234889423815e+02,-1.053827203202781220e+03,1.045209745108086736e+03,-1.218337747918201103e+03,7.705529949103017771e+02,-7.823720716184012645e+02,6.179439005726582081e+02,-8.121053232002427649e+02,-6.936459167588616310e+02,4.800053990455384110e+02,7.420641659520404119e+02,-2.130848045877594359e+02,-2.367730140258080667e+02,-4.511900203227226029e+02,-9.712188494591022447e+01,-5.412056476535938145e+02
8.225665316255988273e+02,-1.037251649872427606e+03,1.021708845845936253e+03,-1.233126560586655614e+03,7.121774737573931588e+02,-7.749699268668656487e+02,5.723093713837037058e+02,-7.813641606358833087e+02,-6.534241174904058198e+02,4.679543076032504132e+02,7.339008768148055424e+02,-2.034786294568182257e+02,-2.323168394229303999e+02,-4.337055702448353713e+02,-9.245214591718041675e+01,-5.764623736520588864e+02
7.676576315047095704e+02,-1.061693770289774420e+03,1.041121081716799154e+03,-1.373367423110505115e+03,6.992848560065219772e+02,-8.349345977517925803e+02,6.147580841904638191e+02,-7.728652152613860835e+02,-7.078518520768883491e+02,4.960886781028477799e+02,7.793374775645656882e+02,-2.256114161196981058e+02,-1.935569341484783479e+02,-4.727766683496332121e+02,-7.072005082572395906e+01,-6.330565337168092128e+02
